縣市,路段ID,路段名稱,緯度,經度,費率資訊,電動車充電樁,位置描述
Taoyuan,761,忠勇街60巷,24.95942,121.30551,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,忠勇街60巷(東勇街-忠勇街)
Taoyuan,38R,樂善一路,25.02483,121.23145,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,樂善一路(文桃路-牛角坡路)
Taoyuan,2D1,松仁路,24.96158,121.16809,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,松仁路(民族路五段-高鐵南路五段)
Taoyuan,392,東萬壽路309巷,25.00127,121.22085,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,東萬壽路309巷(萬壽路一段-東萬壽路)
Taoyuan,66W,龍安路,24.91928,121.25016,"一般小型車格 週一至週五 08:00~18:00收費 0元/30分鐘,",無,龍安路(龍安路133巷-平東路152巷)
Taoyuan,49M,中興路2,25.00956,121.25514,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,中興路2(龍安街二段-合圳北路二段)
Taoyuan,1FM,法治路,24.99273,121.29586,"一般小型車格 週一至週日 07:00~20:00收費 第一30分鐘收費15元，第二30分鐘收費20元，第三30分鐘收費25元,",無,法治路(守法路-正光路)
Taoyuan,193,新埔六街,25.016,121.30175,"一般小型車格 週一至週日 07:00~20:00收費 15元/30分鐘,",無,新埔六街(大興西路-南平路)
Taoyuan,37Y,文化二路34巷14弄(機車計時),25.05843,121.36504,"機車車格 週一至週六 08:00~18:00收費 5元/30分鐘,",無,文化二路34巷14弄(機車計時)(文興路33巷-文化二路34巷)
Taoyuan,1GQ,慈光街1,25.0081,121.30035,"一般小型車格 週一至週五 07:00~20:00收費 10元/30分鐘,",無,慈光街1(慈德街-慈光街路底)
Taoyuan,765,銀和街,24.95582,121.29689,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,銀和街(介壽路二段-同和街)
Taoyuan,654,中原路,24.95289,121.21854,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,中原路(延平路二段-中正路)
Taoyuan,66V,金陵路,24.94676,121.22269,"一般小型車格 週一至週五 08:00~18:00收費 0元/30分鐘,",無,金陵路(振興路-莒光路)
Taoyuan,1EL,大有路(機車),25.01181,121.319,"機車車格 週一至週六 08:00~18:00收費 5元/30分鐘,",無,大有路(機車)(大興路-民光東路)
Taoyuan,521,大昌路二段,24.86866,121.22097,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,大昌路二段(北龍路-五福街)
Taoyuan,37F,陸光路,24.99439,121.33226,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,陸光路(同心二路-自強西路)
Taoyuan,1H4,春日路,25.01212,121.30981,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,春日路(三民路二段-莊敬路二段)
Taoyuan,788,興豐路1,24.92974,121.28905,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,興豐路1(中正路-豐田路)
Taoyuan,79C,中華路31巷,24.98581,121.28179,"一般小型車格 週一至週日 08:00~18:00收費 10元/30分鐘,",無,中華路31巷(中華路5巷-茄苳路)
Taoyuan,657,龍福路,24.92462,121.24833,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,龍福路(龍德路-龍南路)
Taoyuan,758,國際路一段98巷,24.96402,121.29341,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,國際路一段98巷(桃德路-國際路一段)
Taoyuan,85L,梅高路,24.92071,121.14602,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,梅高路(楊新路-高獅路)
Taoyuan,1CF,保羅街,24.98217,121.31011,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,保羅街(介壽路-建新街)
Taoyuan,1I3,永安北路,25.01517,121.29261,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,永安北路(寶慶路-安慶街)
Taoyuan,1G9,經國路2,25.01224,121.30792,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,經國路2(春日路-有恆路)
Taoyuan,364,自強北路,24.99961,121.34371,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,自強北路(萬壽路二段-光峰路)
Taoyuan,4A5,坑口路,25.08678,121.26571,"一般小型車格 週一至週日 08:00~18:00收費 10元/30分鐘,",無,坑口路(坑菓路-山菓路)
Taoyuan,7A4,大安里集會所附屬停車場,24.95147,121.32082,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,大安里集會所附屬停車場(大安里集會所-大安里集會所)
Taoyuan,1I8,春日路2,24.99252,121.31733,"一般小型車格 週一至週日 07:00~20:00收費 15元/30分鐘,",無,春日路2(鎮東街-三民路二段)
Taoyuan,390,樂學一路,25.03042,121.2305,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,樂學一路(樂學路-文化一路)
Taoyuan,1ER,建國路61巷,24.98465,121.31558,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,建國路61巷(建國路-建國路61巷底)
Taoyuan,372,長峰路,25.00198,121.34149,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,長峰路(長壽路-光峰路)
Taoyuan,842,楊新北路,24.91263,121.15188,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,楊新北路(楊新路-新農街)
Taoyuan,1EQ,忠義公園側,25.00822,121.32323,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,忠義公園側(民光東路-三元街)
Taoyuan,341,萬壽路二段3,24.99881,121.34538,"一般小型車格 週一至週五 07:00~20:00收費 15元/30分鐘,",無,萬壽路二段3(大同路-振興路)
Taoyuan,2C1,後寮二路,24.93849,121.24745,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,後寮二路(龍昌路-龍和二街)
Taoyuan,1GW,守法路(機車),24.99295,121.29664,"一般小型車格 週一至週日 07:00~20:00收費 5元/30分鐘,",無,守法路(機車)(中山路-廈門街)
Taoyuan,357,自強南路,24.99113,121.3371,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,自強南路(大同路-萬壽路二段)
Taoyuan,759,國際路一段1,24.96296,121.29269,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,國際路一段1(國際路一段98巷-中路街)
Taoyuan,2BF,中央東路2(機車),24.95695,121.22454,"機車車格 週一至週日 07:00~20:00收費 5元/30分鐘,",無,中央東路2(機車)(復興路-延平路)
Taoyuan,377,萬壽路二段1206巷,24.99382,121.33043,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,萬壽路二段1206巷(萬壽路二段1206巷-壽山路2巷)
Taoyuan,184,中正路一,25.01578,121.29869,"一般小型車格 週一至週日 07:00~20:00收費 15元/30分鐘,",無,中正路一(慈文路-莊二街)
Taoyuan,1CA,中山東路126巷,24.99675,121.3213,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,中山東路126巷(中山東路-成功路二段)
Taoyuan,85J,福德街,24.91713,121.18658,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,福德街(中興路-永美路)
Taoyuan,196,中山東路二,24.99721,121.31866,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,中山東路二(春日路-三民路)
Taoyuan,1H2,正光二街(機車),25.00016,121.29447,"機車車格 週一至週五 08:00~18:00收費 5元/30分鐘,",無,正光二街(機車)(正光路-文中三路)
Taoyuan,1IU,文中一路(機車),24.99946,121.29353,"機車車格 週一至週五 08:00~18:00收費 5元/30分鐘,",無,文中一路(機車)(文中路-正光路)
Taoyuan,2B6,青埔路一段(機車計次),25.01251,121.21187,"機車車格 週一至週日 08:00~18:00收費 30元/次,",無,青埔路一段(機車計次)(洽溪路-高鐵北路一段)
Taoyuan,38Z,文昌三街,25.03269,121.22075,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,文昌三街(復興北路6巷-文昌二街)
Taoyuan,394,明成街10巷,24.99033,121.34514,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,明成街10巷(明成街-大同路)
Taoyuan,489,上竹五街,25.02133,121.26387,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,上竹五街(大竹路-上竹路)
Taoyuan,269,大同路,24.95659,121.22187,"一般小型車格 週一至週日 07:00~20:00收費 15元/30分鐘,",無,大同路(中正路-中央西路)
Taoyuan,786,公園路,24.96391,121.29711,"一般小型車格 週一至週六 08:00~18:00收費 10元/30分鐘,",無,公園路(大智路-福國北街)
Taoyuan,1E0,民有十一街,25.00973,121.3128,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,民有十一街(民富九街-民富十一街)
Taoyuan,857,瑞溪路一段,24.90709,121.16742,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,瑞溪路一段(梅獅路二段-裕成路)
Taoyuan,483,南山路三段,25.07811,121.28549,"一般小型車格 週一至週日 07:00~20:00收費 10元/30分鐘,",無,南山路三段(山外路-長興路二段)
Taoyuan,1FC,新永和市場前(機車),25.00132,121.31666,"機車車格 週一至週五 08:00~18:00收費 20元/次,",無,新永和市場前(機車)(三元街-中央街)
Taoyuan,2B9,環中東路(機車格),24.96269,121.25577,"機車車格 週一至週日 08:00~18:00收費 5元/30分鐘,",無,環中東路(機車格)(環東市場前-環東市場前)
Taoyuan,A0R,中園街,25.05988,121.19342,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,中園街(華興路-新園街)
Taoyuan,A0A,大成路二段,25.02193,121.21899,"一般小型車格 週一至週日 08:00~18:00收費 10元/30分鐘,",無,大成路二段(高鐵北路二段-領航北路四段)
Taoyuan,2D5,松信路,24.96192,121.16494,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,松信路(民族路五段-松仁路)
Taoyuan,1AC,國強八街,24.99003,121.27915,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,國強八街(國豐三街-國豐六街)
Taoyuan,49C,大新一街,25.02223,121.25717,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,大新一街(大福路-大興十一街)
Taoyuan,462,洛陽街,25.04502,121.2909,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,洛陽街(桃園街-光明路一段)
Taoyuan,39W,龍鳳街29巷,25.01882,121.40448,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,龍鳳街29巷(自由街10巷-龍鳳街)
Taoyuan,1IY,龍壽街81巷,24.9801,121.26865,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,龍壽街81巷(龍壽街-巷底)
Taoyuan,4A3,南竹路五段,25.02689,121.2629,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,南竹路五段(大竹路-上竹路200巷)
Taoyuan,856,校前路,24.90283,121.14878,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,校前路(中山路121巷-環東路)
Taoyuan,79E,興豐路3,24.92898,121.28156,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,興豐路3(建德路-中正路)
Taoyuan,78D,豐田路1,24.93585,121.2892,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,豐田路1(興豐路-仁德一路)
Taoyuan,792,忠勇街(機車),24.95785,121.30502,"機車車格 週一至週五 08:00~18:00收費 5元/30分鐘,",無,忠勇街(機車)(忠勇街60巷-和平路)
Taoyuan,A06,和平一街,25.06174,121.20003,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,和平一街(中正三街-和平一街路尾)
Taoyuan,2CH,成章一街,24.97654,121.25637,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,成章一街(文化路-成功路)
Taoyuan,2BX,龍慈路,24.93651,121.23911,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,龍慈路(中山東路三段-龍岡路三段460巷)
Taoyuan,2DK,松平路,24.96444,121.16375,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,松平路(高鐵南路五段-松仁路)
Taoyuan,1GI,水汴一路,25.03038,121.30243,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,水汴一路(幸福路-經國路)
Taoyuan,37X,文化二路34巷14弄,25.05876,121.36486,"一般小型車格 週一至週六 08:00~18:00收費 10元/30分鐘,",無,文化二路34巷14弄(文興路33巷-文化二路34巷)
Taoyuan,855,中山路121巷,24.90534,121.14638,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,中山路121巷(中山路121巷-中山路125巷)
Taoyuan,1FL,桃鶯路92巷底(雲林公園),24.98524,121.31713,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,桃鶯路92巷底(雲林公園)(桃鶯路92巷-)
Taoyuan,37A,文青二路,25.03897,121.38792,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,文青二路(文青路-文青路)
Taoyuan,1EZ,樹仁二街,24.97814,121.31946,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,樹仁二街(桃鶯路-建新街)
Taoyuan,956,復興路(機車),24.88059,121.28918,"機車車格 週一至週日 08:00~19:00收費 5元/30分鐘,",無,復興路(機車)(慈湖路-中華路)
Taoyuan,1E4,光影文化館旁,24.99894,121.30759,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,光影文化館旁(埔新路-埔新路4巷)
Taoyuan,384,頂湖一街,25.04935,121.36388,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,頂湖一街(忠義路二段-頂湖一街67巷)
Taoyuan,78N,仁德一路1,24.93513,121.29089,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,仁德一路1(仁德路-溝後街)
Taoyuan,481,長安路二段,25.06312,121.28151,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,長安路二段(東溪路-榮安路)
Taoyuan,95F,仁善一街,24.90619,121.28465,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,仁善一街(仁善街-介壽路)
Taoyuan,1AP,巨蛋園區-第四停車場,24.99292,121.32314,"一般小型車格 週一至週五 08:00~20:00收費 10元/30分鐘,",無,巨蛋園區-第四停車場(德育街-)
Taoyuan,78O,仁德二路,24.93632,121.28726,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,仁德二路(仁德一路-仁德路)
Taoyuan,656,龍德路,24.92671,121.24969,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,龍德路(龍東路-龍福路)
Taoyuan,268,延平路一含266巷及七和一街,24.95739,121.22374,"一般小型車格 週一至週日 07:00~20:00收費 15元/30分鐘,",無,延平路一含266巷及七和一街(元化路-康樂路)
Taoyuan,A0S,科一街,25.05658,121.17009,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,科一街(科二街-科一街)
Taoyuan,515,神龍路2,24.85728,121.21546,"一般小型車格 週一至週日 08:00~20:00收費 10元/30分鐘,",無,神龍路2(新龍路-龍華路)
Taoyuan,939,民權東路,24.88189,121.29206,"一般小型車格 週一至週五 08:00~19:00收費 10元/30分鐘,",無,民權東路(和二路-文化路)
Taoyuan,1FR,寶慶路(機車),25.01738,121.29081,"機車車格 週一至週六 08:00~18:00收費 5元/30分鐘,",無,寶慶路(機車)(大興西路-莊敬路)
Taoyuan,385,光明街,25.0085,121.34396,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,光明街(光榮路-光榮路)
Taoyuan,511,新龍路,24.85994,121.21533,"一般小型車格 週一至週五 08:00~19:00收費 10元/30分鐘,",無,新龍路(中正路-金龍路)
Taoyuan,2CF,元生二街,24.97614,121.25273,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,元生二街(文化二路-元生三街)
Taoyuan,1G0,國聖一街,24.98568,121.28862,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,國聖一街(吉昌街-宏昌十三街)
Taoyuan,1EP,三元街407巷,25.01044,121.32236,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,三元街407巷(宏善寺前-宏善寺前)
Taoyuan,1G5,國際路一段2,24.98816,121.28912,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,國際路一段2(中山路-宏昌十三街)
Taoyuan,1BZ,大林路(機車),24.98792,121.31519,"機車車格 週一至週日 08:00~18:00收費 20元/次,",無,大林路(機車)(桃鶯路-昆明路)
Taoyuan,1FO,三元街,25.00639,121.32165,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,三元街(大業路一段-大有路)
Taoyuan,832,大成路,24.91053,121.14565,"一般小型車格 週一至週日 07:00~20:00收費 15元/30分鐘,",無,大成路(中山路-光前街)
Taoyuan,49U,興仁路,25.0151,121.26141,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,興仁路(大福路-中興路)
Taoyuan,1CW,龍安街,24.9905,121.27814,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,龍安街(文中路-國強十一街)
Taoyuan,633,廣泰路,24.94619,121.20482,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,廣泰路(復旦路二段-廣義街)
